title,address,city,state,zipcode,price,date_sold,readable_date_sold,bedrooms,bathrooms,living_area,lot_size,year_built,home_type,home_status,finished_SqFt,total_rooms,neighborhood,zpid
2800,31 Massachusetts Ave APT 43,Boston,MA,02115,2800,1476239400000,10/12/16,2,1,761,761,1869,APARTMENT,SOLD,761,3,Back Bay,59178555
2800,24 Worcester Sq APT 4,Boston,MA,02118,2800,1455519600000,2/15/16,2,1,831,831,1910,CONDO,SOLD,831,4,South End,59183587
2800,31 Massachusetts Ave APT 21,Boston,MA,02115,2800,1477103400000,10/22/16,1,1,743,743,1900,CONDO,SOLD,743,3,Back Bay,59178546
2800,35 Worcester St APT 4,Boston,MA,02118,2800,1476964800000,10/20/16,2,1,708,708,1900,CONDO,SOLD,708,4,South End,59184144
2800,57 Rutland Sq # 1,Boston,MA,02118,2800,1459494000000,4/1/16,2,1,1500,1452,1880,CONDO,SOLD,1500,5,South End,59183334
2800,231 W Canton St APT 2,Boston,MA,02116,2800,1455260400000,2/12/16,1,1,520,435,1860,MULTI_FAMILY,SOLD,520,3,Back Bay,59170971
2800,201 W Springfield St # 2,Boston,MA,02118,2800,1530471600000,7/1/18,1,1,565,525,1850,APARTMENT,RECENTLY_SOLD,565,3,South End,59183049
2800,174 Bolton St APT 3,Boston,MA,02127,2800,1489651200000,3/16/17,2,1,600,596,1905,APARTMENT,SOLD,600,4,South Boston,59147947
2800,60 Charlesgate W APT 4B,Boston,MA,02215,2800,1491652800000,4/8/17,1,1,765,765,1895,MULTI_FAMILY,SOLD,765,3,Kenmore,59177966
2850,350 Marlborough St APT 3,Boston,MA,02115,2850,1531422000000,7/12/18,1,1.5,800,790,1890,CONDO,RECENTLY_SOLD,800,3,Back Bay,59169851
2895,42-44 Saint Botolph St UNIT 4A,Boston,MA,02116,2895,1504267200000,9/1/17,2,1.5,863,863,1905,CONDO,SOLD,863,4,Back Bay,59165402
2900,228 Commonwealth Ave APT 7,Boston,MA,02116,2900,1529521200000,6/20/18,1,1,617,435,1878,CONDO,RECENTLY_SOLD,617,4,Back Bay,59176943
2900,58 Winthrop St # 3,Boston,MA,02129,2900,1501588800000,8/1/17,2,1,645,650,1855,MULTI_FAMILY,SOLD,645,4,Charlestown,118324963
2900,2 Clarendon St APT 302,Boston,MA,02116,2900,1530558000000,7/2/18,1,1,711,871,1988,CONDO,RECENTLY_SOLD,711,3,South End,59165020
2900,9 West Broadway UNIT 409,Boston,MA,02127,2900,1467356400000,7/1/16,1,1,854,854,1906,CONDO,SOLD,854,3,South Boston,63529173
2900,520 Beacon St APT 5F,Boston,MA,02215,2900,1506884400000,10/1/17,1,1,636,636,1900,MULTI_FAMILY,SOLD,636,3,Back Bay,59178396
2900,48-50 Melrose St UNIT 3,Boston,MA,02116,2900,1488027600000,2/25/17,2,1,728,728,1900,MULTI_FAMILY,SOLD,728,5,Bay Village,59176055
2995,31 Massachusetts Ave APT 41,Boston,MA,02115,2995,1474597800000,9/23/16,1,1,735,735,1869,MULTI_FAMILY,SOLD,735,3,Back Bay,59178553
3000,93 Pembroke St # 2,Boston,MA,02118,3000,1449925200000,12/12/15,1,1,679,679,1865,MULTI_FAMILY,SOLD,679,4,South End,59182710
3000,286 Beacon St APT 5,Boston,MA,02116,3000,1449748800000,12/10/15,1,1,1100,1067,1890,MULTI_FAMILY,SOLD,1100,4,Back Bay,59170086
3000,20 E Springfield St APT 2,Boston,MA,02118,3000,1502798400000,8/15/17,2,1,773,773,1986,MULTI_FAMILY,SOLD,773,4,South End,59183688
3000,50 Charlesgate E APT 207,Boston,MA,02215,3000,1509822000000,11/4/17,2,1,600,605,1900,CONDO,RECENTLY_SOLD,600,4,Fenway,59167994
3000,30 Montebello Rd,Boston,MA,02130,3000,1523386800000,4/10/18,4,1.5,1110,3000,1920,APARTMENT,RECENTLY_SOLD,1110,19,Jamaica Plain,120921702
3100,78 Southbourne Rd,Boston,MA,02130,3100,1483254000000,1/1/17,2,2,910,2592,1900,SINGLE_FAMILY,SOLD,910,6,Jamaica Plain,59136293
3150,234 Beacon St APT 2B,Boston,MA,02116,3150,1496232000000,5/31/17,1,1,625,560,1880,MULTI_FAMILY,SOLD,625,2,Back Bay,59171087
3150,684 Massachusetts Ave APT 3,Boston,MA,02118,3150,1530126000000,6/27/18,2,1,792,750,2004,CONDO,RECENTLY_SOLD,792,4,South End,67094805
3200,839 Parker St,Boston,MA,02120,3200,1485763200000,1/30/17,3,1,1100,4791,1900,MULTI_FAMILY,SOLD,1100,21,Mission Hill,59188105
3200,41 Pearl St # 3,Boston,MA,02125,3200,1525201200000,5/1/18,3,1.5,1250,1250,1892,CONDO,RECENTLY_SOLD,524,3,Charlestown,59097928
3250,230-232 W Newton St UNIT F,Boston,MA,02116,3250,1456815600000,3/1/16,1,1,712,712,1899,CONDO,SOLD,712,4,Back Bay,59165303
3250,Stoneholm Apartments,Boston,MA,02115,3250,1464778800000,6/1/16,2,1,723,723,1976,CONDO,SOLD,635,,Fenway,2099584496
3250,200 Saint Botolph St APT 4,Boston,MA,02115,3250,1502193600000,8/8/17,2,1,1200,1100,1890,APARTMENT,SOLD,1200,5,Back Bay,59172947
3300,425 Marlborough St # 1,Boston,MA,02115,3300,1490236200000,3/23/17,2,2,893,893,1987,CONDO,SOLD,893,4,Back Bay,59167684
3300,20 Oakview Ter # 1,Boston,MA,02130,3300,1463295600000,5/15/16,3,1,1482,1482,1905,CONDO,SOLD,1482,6,Jamaica Plain,59130914
3325,1313 Washington St APT 402,Boston,MA,02118,3325,1533236400000,8/2/18,1,1,816,816,2001,CONDO,RECENTLY_SOLD,816,2,South End,63042217
3350,29 Worcester Sq APT 3,Boston,MA,02118,3350,1521831600000,3/23/18,2,1,846,846,1910,CONDO,RECENTLY_SOLD,846,4,South End,59183717
3350,5 Holyoke St # 4,Boston,MA,02116,3350,1502193600000,8/8/17,1,1,824,824,1890,CONDO,SOLD,824,4,Back Bay,59179787
3500,55 Temple Pl APT 5,Boston,MA,02111,3500,1467961200000,7/8/16,2,2,1400,9999,1910,CONDO,SOLD,1400,4,Downtown Crossing,83121194
3500,75 Paul Gore St APT 2,Boston,MA,02130,3500,1514811600000,1/1/18,3,2,1100,4657,1905,APARTMENT,RECENTLY_SOLD,1100,15,Jamaica Plain,59131946
3500,1313 Washington St APT 203,Boston,MA,02118,3500,1464764400000,6/1/16,1,1,814,814,2002,CONDO,SOLD,814,2,South End,63042155
3500,474 Columbus Ave APT 4,Boston,MA,02118,3500,1526324400000,5/14/18,3,2,1545,1545,1899,CONDO,RECENTLY_SOLD,1545,6,South End,59183357
3500,581 E 8th St # 2,Boston,MA,02127,3500,1450940400000,12/24/15,3,2,1207,1207,1900,CONDO,SOLD,1207,5,South Boston,90137848
3500,16 Monument Sq APT 3,Boston,MA,02129,3500,1464782400000,6/1/16,2,2,1021,1021,1885,CONDO,SOLD,1021,5,Charlestown,59098339
3500,189 Beacon St APT 5,Boston,MA,02116,3500,1463295600000,5/15/16,2,1.5,969,969,1905,CONDO,SOLD,969,4,Back Bay,82229271
3550,42 W Newton St # A-27,Boston,MA,02118,3550,1502452800000,8/11/17,2,1,850,830,1910,MULTI_FAMILY,SOLD,850,4,South End,59184036
3600,45 Upton St,Boston,MA,02118,3600,1535396400000,8/27/18,3,2.5,1672,1742,1899,CONDO,RECENTLY_SOLD,1672,,South End,2127721803
3600,632 E 3rd St,Boston,MA,02127,3600,1471330800000,8/16/16,3,1,1900,3875,1888,MULTI_FAMILY,SOLD,1900,17,South Boston,59152325
3675,758 Tremont St # 2,Boston,MA,02118,3675,1532026800000,7/19/18,2,1,920,920,1899,CONDO,RECENTLY_SOLD,920,4,South End,59184208
3700,21 Father Francis Gilday St APT 508,Boston,MA,02118,3700,1530471600000,7/1/18,1,1.5,1012,1012,1860,CONDO,RECENTLY_SOLD,1012,3,South End,81856319
3750,56 H St # 1,Boston,MA,02127,3750,1472731200000,9/1/16,3,2,1220,1220,1900,CONDO,SOLD,1220,6,South Boston,59148187
3795,42 Thomas Park,Boston,MA,02127,3795,1501574400000,8/1/17,5,3,2482,1576,1890,SINGLE_FAMILY,SOLD,2482,10,South Boston,59151710
3800,320 Commonwealth Ave APT B2,Boston,MA,02115,3800,1479193200000,11/15/16,1,1,478,478,1890,MULTI_FAMILY,SOLD,478,2,Back Bay,59177378
3800,129 Warren Ave APT 4,Boston,MA,02116,3800,1498910400000,7/1/17,2,1,855,855,1860,CONDO,SOLD,855,5,South End,59172344
3850,521 E 6th St # 2,Boston,MA,02127,3850,1472716800000,9/1/16,3,2.5,1200,1195,1900,CONDO,SOLD,1200,4,South Boston,90137397
541000,67 Church St # 3,Boston,MA,02122,541000,1537945200000,9/26/18,2,3,1184,1184,2004,CONDO,RECENTLY_SOLD,1184,5,South Dorchester,71496762
808000,32 Hillock St,Boston,MA,02131,808000,1537902000000,9/25/18,4,2.5,1781,6534,1910,SINGLE_FAMILY,RECENTLY_SOLD,1781,8,Roslindale,59143864
932500,70 Jamaica St,Boston,MA,02130,932500,1537902000000,9/25/18,4,3,2294,5227,1899,MULTI_FAMILY,RECENTLY_SOLD,2294,11,Jamaica Plain,59135187
760000,19 Verdun St,Boston,MA,02124,760000,1537902000000,9/25/18,5,3,2768,3049,1928,MULTI_FAMILY,RECENTLY_SOLD,2768,11,South Dorchester,59117795
590000,240 Arborway # 1,Boston,MA,02130,590000,1537902000000,9/25/18,3,1,1134,1134,1910,CONDO,RECENTLY_SOLD,1134,6,Jamaica Plain,63709938
830000,464 Sumner St,Boston,MA,02128,830000,1537887600000,9/25/18,3,3,2763,2500,1896,MULTI_FAMILY,RECENTLY_SOLD,2763,14,East Boston,59121089
675000,492 Massachusetts Ave APT 22,Boston,MA,02118,675000,1537858800000,9/25/18,2,1,832,832,1910,CONDO,RECENTLY_SOLD,832,5,South End,67094835
780000,34 Chestnut Ave # 202,Boston,MA,02130,780000,1537815600000,9/24/18,3,2,1211,1211,2013,CONDO,RECENTLY_SOLD,1211,5,Jamaica Plain,123847478
580000,112 Pinckney St APT 1,Boston,MA,02114,580000,1537772400000,9/24/18,1,1,724,724,1898,CONDO,RECENTLY_SOLD,724,3,Beacon Hill,59173074
725000,85 Brainerd Rd APT 511,Boston,MA,02134,725000,1537642800000,9/22/18,2,2,1020,1020,1986,MULTI_FAMILY,RECENTLY_SOLD,1020,5,Allston,59086392
383000,102 Lorna Rd,Boston,MA,02126,383000,1537556400000,9/21/18,3,1.5,1800,6534,1950,SINGLE_FAMILY,RECENTLY_SOLD,1800,7,Mattapan,59137152
315000,343 Centre St # 1,Boston,MA,02122,315000,1537556400000,9/21/18,2,1,943,943,1905,CONDO,RECENTLY_SOLD,943,5,South Dorchester,189982861
557000,105 Clement Ave # 2,Boston,MA,02132,557000,1537556400000,9/21/18,4,2,1995,1995,1920,CONDO,RECENTLY_SOLD,1995,8,West Roxbury,87793715
518500,147 Trenton St # 1,Boston,MA,02128,518500,1537556400000,9/21/18,3,1,1009,1009,1880,CONDO,RECENTLY_SOLD,1009,5,East Boston,113389513
3895,89 Pearl St,Boston,MA,02110,3895,1472731200000,9/1/16,3,2,1800,1500,1900,SINGLE_FAMILY,SOLD,1800,7,Charlestown,59099622
3900,102 Commercial St APT 4,Boston,MA,02109,3900,1500897600000,7/24/17,3,1,1106,1106,1900,MULTI_FAMILY,SOLD,1106,4,North End,59177766
3950,3 Devens St APT 6,Boston,MA,02129,3950,1531681200000,7/15/18,2,1.5,1424,1424,1983,CONDO,RECENTLY_SOLD,1424,5,Charlestown,59100048
4000,1636 Columbia Rd # 3,Boston,MA,02127,4000,1472716800000,9/1/16,3,1,1200,1260,1905,CONDO,SOLD,1200,6,South Boston,87796233
4000,461 Beacon St APT 2,Boston,MA,02115,4000,1454310000000,2/1/16,2,2.5,1178,1178,1880,MULTI_FAMILY,SOLD,1178,4,Back Bay,59169256
4100,182 Beacon St UNIT 11,Boston,MA,02116,4100,1510174800000,11/8/17,2,2,1000,899,1875,APARTMENT,RECENTLY_SOLD,1000,4,Back Bay,59170996
4100,416 Marlborough St APT 702,Boston,MA,02115,4100,1519938000000,3/1/18,2,2,1022,1022,1989,CONDO,RECENTLY_SOLD,1022,4,Back Bay,59167265
4200,Upton Street Condominiums,Boston,MA,02118,4200,1455105600000,2/10/16,2,2,1250,1200,1899,MULTI_FAMILY,SOLD,1200,4,South End,59183929
4200,64 Charlesgate E APT 68,Boston,MA,02215,4200,1517950800000,2/6/18,3,1,900,795,1900,APARTMENT,RECENTLY_SOLD,900,4,Fenway,59167892
1203660,30 Barnes Ave,Boston,MA,02128,1203660,1535655600000,8/30/18,13,3,5038,3049,1900,MULTI_FAMILY,RECENTLY_SOLD,5038,17,East Boston,59120031
2300000,29 Mount Vernon St,Boston,MA,02108,2300000,1499760000000,7/11/17,12,6,5022,6226,2015,MULTI_FAMILY,SOLD,5022,20,Beacon Hill,59095412
1000000,66 Clarkson St,Boston,MA,02125,1000000,1526670000000,5/18/18,12,3,5212,6098,1900,MULTI_FAMILY,RECENTLY_SOLD,5212,18,South Dorchester,59106485
985000,45 Crescent Ave,Boston,MA,02125,985000,1508914800000,10/25/17,12,3,3699,1742,1905,MULTI_FAMILY,RECENTLY_SOLD,3699,15,North Dorchester,59110959
963500,31 Pleasant St,Boston,MA,02125,963500,1493640000000,5/1/17,12,6,3837,3860,1900,MULTI_FAMILY,SOLD,2130,14,Charlestown,59101451
770000,101 Hancock St,Boston,MA,02125,770000,1475262000000,9/30/16,12,3,3540,2998,2001,MULTI_FAMILY,SOLD,3540,18,North Dorchester,189981308
518000,44 Arbutus St,Boston,MA,02124,518000,1485327600000,1/25/17,12,3,3543,2613,1910,MULTI_FAMILY,SOLD,3543,18,Mattapan,59102149
830000,52 Stonehurst St,Boston,MA,02122,830000,1497873600000,6/19/17,12,3,3456,3484,1905,MULTI_FAMILY,SOLD,3456,18,South Dorchester,59107861
1375000,6 Germania St,Boston,MA,02130,1375000,1524510000000,4/23/18,11,3,3500,1036,1910,MULTI_FAMILY,RECENTLY_SOLD,3500,16,Jamaica Plain,2126532135
$2.15M,858 Huntington Ave,Boston,MA,02115,2150000,1468911600000,7/19/16,11,3,3564,1306,1900,MULTI_FAMILY,FOR_SALE,3564,15,Jamaica Plain,59168365
819000,14 Harlow St,Boston,MA,02125,819000,1520542800000,3/8/18,11,3,3683,4333,1905,MULTI_FAMILY,RECENTLY_SOLD,3683,17,Roxbury,59106946
700000,1 Maple St,Boston,MA,02121,700000,1517414400000,1/31/18,11,3,5000,3500,1900,MULTI_FAMILY,RECENTLY_SOLD,5000,17,Roxbury,59114688
635000,20 Josephine St,Boston,MA,02122,635000,1473301800000,9/8/16,11,3,3606,3049,1900,MULTI_FAMILY,SOLD,3606,17,South Dorchester,59109766
590000,22 Holiday St,Boston,MA,02122,590000,1465801200000,6/13/16,11,3,3567,2613,1905,MULTI_FAMILY,SOLD,3567,17,South Dorchester,59119303
1000000,147 Cottage St,Boston,MA,02128,1000000,1509436800000,10/31/17,10,3,3684,2178,1908,MULTI_FAMILY,RECENTLY_SOLD,3684,17,East Boston,59122656
933400,219 Marion St,Boston,MA,02128,933400,1492844400000,4/22/17,9,3,3105,2208,1900,MULTI_FAMILY,SOLD,3105,18,East Boston,59123144
849000,137 Orleans St,Boston,MA,02128,849000,1454572800000,2/4/16,9,3,3657,2917,1904,MULTI_FAMILY,SOLD,3657,17,East Boston,59122617
429000,205 Belgrade Ave,Boston,MA,02131,429000,1478156400000,11/3/16,9,3,3768,3484,1900,MULTI_FAMILY,SOLD,3768,18,Roslindale,59143107
975000,12 Whitby St,Boston,MA,02128,975000,1504796400000,9/7/17,9,3,3522,3049,1918,MULTI_FAMILY,SOLD,3522,15,East Boston,59122278
675000,16 Beryl St,Boston,MA,02131,675000,1530212400000,6/28/18,9,2,2036,4090,1910,SINGLE_FAMILY,RECENTLY_SOLD,2036,9,Roslindale,59143862
700000,184 Webster St,Boston,MA,02128,700000,1496782800000,6/6/17,9,3,7019,1817,1910,MULTI_FAMILY,SOLD,7019,13,East Boston,59121258
655000,4 Deering Rd,Boston,MA,02126,655000,1512392400000,12/4/17,9,3,3514,3330,1905,MULTI_FAMILY,RECENTLY_SOLD,3514,18,Mattapan,59162587
410000,121 Sycamore St,Boston,MA,02131,410000,1475218800000,9/30/16,9,3,4857,4857,1910,SINGLE_FAMILY,SOLD,4857,15,Roslindale,59162432
900000,224 Hyde Park Ave,Boston,MA,02130,900000,1509710400000,11/3/17,9,3,3267,3550,1915,MULTI_FAMILY,RECENTLY_SOLD,3267,15,Jamaica Plain,59136063
655000,118 Millet St,Boston,MA,02124,655000,1495627200000,5/24/17,9,3,3126,4791,1905,MULTI_FAMILY,SOLD,3126,15,South Dorchester,59106022
515000,52 Weld Hill St,Boston,MA,02130,515000,1531940400000,7/18/18,9,3,3304,3484,1900,MULTI_FAMILY,RECENTLY_SOLD,3304,15,Jamaica Plain,59135704
460950,41 Norton St,Boston,MA,02125,460950,1477897200000,10/31/16,9,3,3834,3920,1905,MULTI_FAMILY,SOLD,3834,18,South Dorchester,59106538
1050000,46 Brookley Rd,Boston,MA,02130,1050000,1534363200000,8/15/18,9,3,3609,3484,1900,MULTI_FAMILY,RECENTLY_SOLD,3609,15,Jamaica Plain,59134903
620000,12 Elwyn Rd,Boston,MA,02124,620000,1533927600000,8/10/18,9,3,3288,3049,1900,MULTI_FAMILY,RECENTLY_SOLD,3288,15,South Dorchester,59105005
495000,77 Montebello Rd,Boston,MA,02130,495000,1469586600000,7/27/16,9,3,3452,3452,1905,SINGLE_FAMILY,SOLD,3452,18,Jamaica Plain,59133586
900000,7 Delano St,Boston,MA,02122,900000,1521817200000,3/23/18,9,3,3042,2613,1905,MULTI_FAMILY,RECENTLY_SOLD,3042,15,South Dorchester,59107601
460000,11 Juliette St,Boston,MA,02122,460000,1535439600000,8/28/18,9,3,3552,3321,1905,MULTI_FAMILY,RECENTLY_SOLD,3552,15,South Dorchester,59108709
700000,57 Dudley St,Boston,MA,02119,700000,1449039600000,12/2/15,9,3,2475,1742,1900,MULTI_FAMILY,SOLD,2475,15,Roxbury,59185870
550000,4 Train St,Boston,MA,02122,550000,1448434800000,11/25/15,9,3,3321,2791,1910,MULTI_FAMILY,SOLD,3321,15,South Dorchester,59109174
455000,126 Greenwood St,Boston,MA,02121,455000,1463382000000,5/16/16,9,3,3492,3920,1905,MULTI_FAMILY,SOLD,3492,15,Roxbury,59109727
449000,21 Thornley St,Boston,MA,02125,449000,1496736000000,6/6/17,9,3,3786,3786,1905,SINGLE_FAMILY,SOLD,3786,21,North Dorchester,59110029
636000,5 Vassar St,Boston,MA,02121,636000,1484204400000,1/12/17,9,3,3249,3484,1905,MULTI_FAMILY,SOLD,3249,15,South Dorchester,59110101
410000,9 Romsey St,Boston,MA,02125,410000,1469790000000,7/29/16,9,3.5,2700,2700,1905,SINGLE_FAMILY,SOLD,2700,18,North Dorchester,59110624
1065000,779 E 4th St,Boston,MA,02127,1065000,1532977200000,7/30/18,9,3,5323,4168,1905,MULTI_FAMILY,RECENTLY_SOLD,5323,16,South Boston,59152212
340762,17 Raven St,Boston,MA,02125,340762,1480492800000,11/30/16,9,3,3402,2244,1905,MULTI_FAMILY,SOLD,3402,15,North Dorchester,59110945
640000,27 Irma St,Boston,MA,02124,640000,1469754000000,7/29/16,9,3,3681,3920,1925,MULTI_FAMILY,SOLD,3816,15,Mattapan,247099710
590000,26 Vesta Rd,Boston,MA,02124,590000,1523041200000,4/6/18,9,3,5267,5227,1910,MULTI_FAMILY,RECENTLY_SOLD,5267,18,Roxbury,59112892
450000,19 Esmond St,Boston,MA,02121,450000,1496664000000,6/5/17,9,3,4800,3049,1915,MULTI_FAMILY,SOLD,4800,14,Roxbury,59112663
1510000,202 L St,Boston,MA,02127,1510000,1512009000000,11/30/17,9,3,3510,2178,1912,MULTI_FAMILY,RECENTLY_SOLD,3510,17,South Boston,59150349
608500,14 Wichita Ter,Boston,MA,02126,608500,1470308400000,8/4/16,9,3,3183,2091,1899,MULTI_FAMILY,SOLD,3183,15,South Dorchester,59139020
575000,24 Thelma Rd,Boston,MA,02122,575000,1522998000000,4/6/18,9,3,3810,3760,1905,MULTI_FAMILY,RECENTLY_SOLD,3810,18,South Dorchester,59111902
570000,64 Greenwich St,Boston,MA,02122,570000,1472108400000,8/25/16,9,3,3360,1620,1905,MULTI_FAMILY,SOLD,3360,18,South Dorchester,59111837
1465000,170 L St,Boston,MA,02127,1465000,1468566000000,7/15/16,9,3,3646,2000,1895,MULTI_FAMILY,SOLD,3646,17,South Boston,59150472
1825000,5 Peters St,Boston,MA,02127,1825000,1501468200000,7/31/17,9,4,3303,1742,1900,MULTI_FAMILY,SOLD,3303,14,South Boston,59150593
895000,157 Adams St,Boston,MA,02122,895000,1526569200000,5/17/18,9,3,3735,2613,1905,MULTI_FAMILY,RECENTLY_SOLD,3735,17,South Dorchester,59111106
950000,61 Crescent Ave,Boston,MA,02125,950000,1498824000000,6/30/17,9,3,3231,1742,1905,MULTI_FAMILY,SOLD,3231,15,North Dorchester,59110993
995000,23 Newport St,Boston,MA,02125,995000,1497268800000,6/12/17,9,3,3240,2387,1915,MULTI_FAMILY,SOLD,3240,18,North Dorchester,59110968
835000,3916 Washington St,Boston,MA,02131,835000,1518123600000,2/8/18,9,3,3690,3920,1901,MULTI_FAMILY,RECENTLY_SOLD,3690,18,Roslindale,59144463
1310000,39 Edison Grn,Boston,MA,02125,1310000,1527606000000,5/29/18,9,3,3474,3049,1905,MULTI_FAMILY,RECENTLY_SOLD,3474,17,North Dorchester,59104257
605000,787 Morton St,Boston,MA,02126,605000,1505736000000,9/18/17,9,3,3510,3049,1905,MULTI_FAMILY,SOLD,3510,19,Mattapan,59139433
1110000,10 Brinton St,Boston,MA,02119,1110000,1526929200000,5/21/18,9,3,2757,4356,1905,MULTI_FAMILY,RECENTLY_SOLD,2757,12,Roxbury,59186883
608500,16 Wichita Ter,Boston,MA,02126,608500,1470308400000,8/4/16,9,3,3156,2198,1899,MULTI_FAMILY,SOLD,3156,15,South Dorchester,59139019
876000,25 Wolcott St,Boston,MA,02121,876000,1516798800000,1/24/18,9,3,5473,3049,1905,MULTI_FAMILY,RECENTLY_SOLD,5473,20,Roxbury,59102073
675000,655 Morton St,Boston,MA,02126,675000,1523646000000,4/13/18,9,1,3228,2613,1899,MULTI_FAMILY,RECENTLY_SOLD,3228,,Mattapan,59138473
415000,21 Esmond St,Boston,MA,02121,415000,1495195200000,5/19/17,9,3,4800,3049,1900,MULTI_FAMILY,SOLD,4800,21,Roxbury,59102110
529000,1458 Blue Hill Ave,Boston,MA,02126,529000,1466060400000,6/16/16,9,3,3447,4356,1905,MULTI_FAMILY,SOLD,3447,15,Mattapan,59137684
1900000,13 Adams St,Boston,MA,02129,1900000,1537542000000,9/21/18,4,3.5,3208,1306,1860,SINGLE_FAMILY,RECENTLY_SOLD,3208,9,Charlestown,59101271
810000,85 Brainerd Rd APT 603,Boston,MA,02134,810000,1537542000000,9/21/18,2,2,1030,1030,1986,CONDO,RECENTLY_SOLD,1030,5,Allston,59086399
1078000,63 Fulton St # 12,Boston,MA,02109,1078000,1537513200000,9/21/18,1,2,1264,1264,1850,CONDO,RECENTLY_SOLD,1264,4,North End,189935879
647000,155-157 Chestnut Ave UNIT 1,Boston,MA,02130,647000,1537513200000,9/21/18,2,1.5,948,948,1920,CONDO,RECENTLY_SOLD,948,6,Jamaica Plain,103864794
485000,75 Highland St # 3,Boston,MA,02119,485000,1537513200000,9/21/18,2,1,900,900,1900,CONDO,RECENTLY_SOLD,900,5,Roxbury,63041493
1076000,46 Pleasant St # 1,Boston,MA,02129,1076000,1537513200000,9/21/18,2,3,1642,1642,1860,CONDO,RECENTLY_SOLD,1642,5,Charlestown,113388841
465000,1561 Centre St # 1,Boston,MA,02132,465000,1537513200000,9/21/18,2,1,1140,1140,1927,CONDO,RECENTLY_SOLD,1140,5,West Roxbury,71493999
598000,865 Lagrange St UNIT 5,Boston,MA,02132,598000,1537513200000,9/21/18,2,3,1404,1404,2012,CONDO,RECENTLY_SOLD,1404,5,West Roxbury,120938006
560000,59 Brainerd Rd APT 602,Boston,MA,02134,560000,1537513200000,9/21/18,1,1,695,695,1988,CONDO,RECENTLY_SOLD,695,3,Allston,59086488
700000,4 N Mead Street Ct,Boston,MA,02129,700000,1537513200000,9/21/18,2,2,1008,871,1900,SINGLE_FAMILY,RECENTLY_SOLD,1008,5,Charlestown,59099556
330000,70 Strathmore Rd APT 7A,Boston,MA,02135,330000,1537513200000,9/21/18,1,1,435,435,1910,CONDO,RECENTLY_SOLD,435,2,Brighton,59094388
345000,4975 Washington St # 107,Boston,MA,02132,345000,1537470000000,9/20/18,2,2,1055,1055,1986,CONDO,RECENTLY_SOLD,1055,4,West Roxbury,59153281
612500,52 Newton St,Boston,MA,02135,612500,1537470000000,9/20/18,2,2.5,2153,2153,1990,CONDO,RECENTLY_SOLD,2153,5,Brighton,59090337
550000,988 Morton St,Boston,MA,02126,550000,1537470000000,9/20/18,4,2,2288,4356,1920,MULTI_FAMILY,RECENTLY_SOLD,2288,8,Mattapan,59112820
355000,178 Brighton Ave APT 16,Boston,MA,02134,355000,1537426800000,9/20/18,4,2,610,610,1920,MULTI_FAMILY,RECENTLY_SOLD,610,3,Allston,59086154
725000,2060 Dorchester Ave,Boston,MA,02124,725000,1531724400000,7/16/18,9,3,3201,4377,1923,MULTI_FAMILY,RECENTLY_SOLD,3201,15,South Dorchester,59117686
830000,24 Havelock St,Boston,MA,02124,830000,1514552400000,12/29/17,9,3,3447,3049,1920,SINGLE_FAMILY,RECENTLY_SOLD,3447,15,Mattapan,59117542
636000,120 Fuller St,Boston,MA,02124,636000,1490943600000,3/31/17,9,3,3570,4356,1905,SINGLE_FAMILY,SOLD,3570,18,South Dorchester,59114972
600000,17 Yuill Cir,Boston,MA,02136,600000,1472194800000,8/26/16,8,3,3510,4200,1910,MULTI_FAMILY,SOLD,3510,17,Hyde Park,59129294
425000,1833 Hyde Park Ave,Boston,MA,02136,425000,1466766000000,6/24/16,8,3,3054,3484,1900,MULTI_FAMILY,SOLD,3054,14,Hyde Park,59129347
367000,13 Winslow St,Boston,MA,02136,367000,1519851600000,2/28/18,8,2,2664,8141,1900,MULTI_FAMILY,RECENTLY_SOLD,2664,14,Hyde Park,190004213
855000,26 Roseclair St,Boston,MA,02125,855000,1502092800000,8/7/17,8,6,3500,4919,1903,MULTI_FAMILY,SOLD,3500,18,North Dorchester,59117185
640000,165 Woodrow Ave,Boston,MA,02124,640000,1478156400000,11/3/16,8,3,3853,4356,1890,SINGLE_FAMILY,SOLD,3853,17,Mattapan,59115977
625000,604 Norfolk St,Boston,MA,02126,625000,1480942800000,12/5/16,8,3,4888,8276,1905,MULTI_FAMILY,SOLD,4888,16,Mattapan,59136945
705000,36 Havelock St,Boston,MA,02124,705000,1509710400000,11/3/17,8,3,3465,3049,1920,MULTI_FAMILY,RECENTLY_SOLD,3465,15,Mattapan,59117539
720000,8 Rowena St,Boston,MA,02124,720000,1521788400000,3/23/18,8,2,3462,7405,1905,MULTI_FAMILY,RECENTLY_SOLD,3462,16,South Dorchester,59115568
525000,112 Brunswick St,Boston,MA,02121,525000,1455886800000,2/19/16,8,3,3735,2613,1890,MULTI_FAMILY,SOLD,3735,17,Roxbury,59213378
545000,853 Blue Hill Ave,Boston,MA,02124,545000,1490616000000,3/27/17,8,3,2865,1742,1910,MULTI_FAMILY,SOLD,2865,15,Mattapan,59114487
887000,117 Msgr Patrick J Lydon Way,Boston,MA,02124,887000,1510779600000,11/15/17,8,3,3598,7100,1900,MULTI_FAMILY,RECENTLY_SOLD,3598,16,South Dorchester,59114287
