title,address,city,state,zipcode,price,date_sold,readable_date_sold,bedrooms,bathrooms,living_area,lot_size,year_built,home_type,home_status,finished_SqFt,total_rooms,neighborhood,zpid
630000,57 Sunnyside St,Boston,MA,02136,630000,1456383600000,2/25/16,9,4,4765,9703,1890,MULTI_FAMILY,SOLD,4765,16,Hyde Park,59128191
685000,26 Crawford St,Boston,MA,02121,685000,1511269200000,11/21/17,9,3,4760,12632,1900,MULTI_FAMILY,RECENTLY_SOLD,4760,15,Roxbury,59213256
1725000,10 Roanoke Ave,Boston,MA,02130,1725000,1533322800000,8/3/18,6,3,4757,14374,1852,SINGLE_FAMILY,RECENTLY_SOLD,4757,17,Jamaica Plain,59133846
1365000,723 Washington St,Boston,MA,02111,1365000,1485792000000,1/30/17,5,2.5,4726,9147,1925,MULTI_FAMILY,SOLD,4726,11,Brighton,59096637
1950000,154 Moss Hill Rd,Boston,MA,02130,1950000,1524250800000,4/20/18,6,4.5,4719,24829,1930,SINGLE_FAMILY,RECENTLY_SOLD,4719,11,Jamaica Plain,59131319
550000,128 Hancock St,Boston,MA,02125,550000,1463385600000,5/16/16,12,3,4716,6265,1905,MULTI_FAMILY,SOLD,4716,18,North Dorchester,59108569
4200000,174 W Canton St,Boston,MA,02116,4200000,1450146600000,12/15/15,5,3,4710,2184,1866,SINGLE_FAMILY,SOLD,4710,15,South End,59172624
$10.5M,2 Avery St PENTHOUSE 2A,Boston,MA,02111,10500000,1518469200000,2/12/18,5,5.5,4703,4703,2000,CONDO,FOR_SALE,4703,9,Chinatown,61319986
1500000,202 Allandale St # B,Boston,MA,02131,1500000,1518642000000,2/14/18,4,6,4700,1873080,1994,TOWNHOUSE,RECENTLY_SOLD,4700,10,West Roxbury,59141320
4270000,345 Beacon St,Boston,MA,02116,4270000,1472842800000,9/2/16,5,4.5,4675,1742,1873,SINGLE_FAMILY,SOLD,4675,12,Back Bay,59170196
725000,29 Wabon St,Boston,MA,02121,725000,1510923600000,11/17/17,12,3,4671,3787,1900,MULTI_FAMILY,RECENTLY_SOLD,4671,18,Roxbury,59112289
915000,37 Mill St,Boston,MA,02122,915000,1498849200000,6/30/17,7,3,4670,24340,1848,MULTI_FAMILY,SOLD,4670,14,South Dorchester,59107411
470000,328 Beech St,Boston,MA,02131,470000,1504857600000,9/8/17,5,2,4665,4665,1920,SINGLE_FAMILY,SOLD,4665,11,Roslindale,59144364
1205000,29 Brookside Ave,Boston,MA,02130,1205000,1473451200000,9/9/16,8,4,4663,7840,1910,MULTI_FAMILY,SOLD,4663,18,Jamaica Plain,59133336
400000,79 W Milton St,Boston,MA,02136,400000,1459733400000,4/4/16,9,4.5,4649,10454,1899,SINGLE_FAMILY,SOLD,4794,8,Hyde Park,246886479
1555000,216 Almont St # B,Mattapan,MA,02126,1555000,1523516400000,4/12/18,4,3.5,4643,6759,1994,CONDO,RECENTLY_SOLD,4643,12,West Roxbury,59210532
1399000,14 Rockview St,Boston,MA,02130,1399000,1534345200000,8/15/18,8,8,4633,11296,2015,MULTI_FAMILY,RECENTLY_SOLD,4633,16,Jamaica Plain,190073425
1585000,146 Sutherland Rd,Boston,MA,02135,1585000,1503662400000,8/25/17,12,3,4626,2178,1900,MULTI_FAMILY,SOLD,4626,20,Brighton,59093247
689000,46 Lamson St,Boston,MA,02128,689000,1532070000000,7/20/18,9,6,4617,1425,2015,MULTI_FAMILY,RECENTLY_SOLD,4617,15,East Boston,59122758
195000,41 Angell St,Boston,MA,02124,195000,1507057200000,10/3/17,8,2.5,4607,6875,1890,MULTI_FAMILY,SOLD,4607,14,Mattapan,59114494
1875000,38 Mead St,Boston,MA,02129,1875000,1495551600000,5/23/17,10,4.5,4605,3484,1920,MULTI_FAMILY,SOLD,4605,,Charlestown,2112494371
965000,45 Bullard St,Boston,MA,02121,965000,1507230000000,10/5/17,12,3,4601,3920,1910,MULTI_FAMILY,SOLD,4601,18,South Dorchester,59108081
$1.10M,70 Draper St,Boston,MA,02122,1100000,1471849200000,8/22/16,9,3,4590,3920,1905,MULTI_FAMILY,FOR_SALE,4590,18,South Dorchester,59109853
890000,168 Leyden St,Boston,MA,02128,890000,1506499200000,9/27/17,4,1,4590,2613,1890,APARTMENT,SOLD,4590,14,East Boston,59120573
855000,15 Crawford St,Boston,MA,02121,855000,1526670000000,5/18/18,12,3,4581,4356,1930,MULTI_FAMILY,RECENTLY_SOLD,4581,21,Roxbury,90139727
650000,19 York St,Boston,MA,02121,650000,1514552400000,12/29/17,8,4,4568,4791,1900,MULTI_FAMILY,RECENTLY_SOLD,4568,15,Roxbury,59111485
642000,38 Clive St,Boston,MA,02130,642000,1498651200000,6/28/17,8,3,4563,4563,1905,SINGLE_FAMILY,SOLD,4563,18,Jamaica Plain,59132291
650000,1488 Hyde Park Ave,Boston,MA,02136,650000,1501848000000,8/4/17,9,3,4560,5125,1905,MULTI_FAMILY,SOLD,4560,15,Hyde Park,59128347
530000,28 Brookledge St,Boston,MA,02121,530000,1483061400000,12/30/16,6,4,4553,8276,1935,MULTI_FAMILY,SOLD,4553,18,Roxbury,59115713
500000,155 Ruthven St,Boston,MA,02121,500000,1505376000000,9/14/17,9,3,4551,8254,1900,MULTI_FAMILY,SOLD,4551,15,Roxbury,59115462
675000,72 Wildwood St,Boston,MA,02126,675000,1508155200000,10/16/17,11,3,4548,3484,1905,MULTI_FAMILY,SOLD,4548,17,Mattapan,59139428
513188,64 Cheney St,Boston,MA,02121,513188,1483167600000,12/31/16,6,3,4541,9147,1935,MULTI_FAMILY,SOLD,4541,15,Roxbury,59115335
$1.5M,42 Deckard St,Boston,MA,02121,1500000,1505977200000,9/21/17,11,3,4539,5227,1890,MULTI_FAMILY,FOR_SALE,4539,17,Roxbury,59110608
3372500,113 Pembroke St,Boston,MA,02118,3372500,1508500800000,10/20/17,7,6,4537,1476,1890,SINGLE_FAMILY,RECENTLY_SOLD,4537,15,South End,59182723
499000,192 Walnut Ave,Boston,MA,02119,499000,1521054000000,3/14/18,3,2,4536,8322,1905,MULTI_FAMILY,RECENTLY_SOLD,4536,18,Roxbury,59186969
545000,5 Kerwin St,Boston,MA,02124,545000,1446188400000,10/30/15,8,3,4535,3484,1890,MULTI_FAMILY,SOLD,4535,14,Roxbury,59113608
700000,957 Morton St,Boston,MA,02126,700000,1503057600000,8/18/17,9,3,4521,5000,1905,MULTI_FAMILY,SOLD,4521,18,Mattapan,59136704
1750000,9 Pondview Ave,Boston,MA,02130,1750000,1495738800000,5/25/17,5,4,4500,4356,1922,SINGLE_FAMILY,SOLD,4500,11,Jamaica Plain,59132106
1275000,71 School St,Roxbury,MA,02119,1275000,1502391600000,8/10/17,9,3,4500,5227,1905,MULTI_FAMILY,SOLD,4500,,Jamaica Plain,2107732761
1275000,71 School St,Boston,MA,02108,1275000,1502348400000,8/10/17,9,3,3501,5227,1905,MULTI_FAMILY,SOLD,3501,8,Jamaica Plain,59100776
1830000,14 Hillside St,Boston,MA,02120,1830000,1490342400000,3/24/17,10,5,4500,8693,1905,MULTI_FAMILY,SOLD,4500,15,Mission Hill,59188064
338000,37 Abbotsford St,Boston,MA,02121,338000,1488351600000,3/1/17,8,3,4500,1838,1920,MULTI_FAMILY,SOLD,4500,15,Roxbury,59114244
1425000,1051 Centre St,Boston,MA,02130,1425000,1535569200000,8/29/18,5,3.5,4490,15656,1910,SINGLE_FAMILY,RECENTLY_SOLD,4490,12,Jamaica Plain,59135605
17500,311 Marlborough St,Boston,MA,02116,17500,1520524800000,3/8/18,3,3,4489,2016,1900,SINGLE_FAMILY,RECENTLY_SOLD,4489,8,Back Bay,59169478
795000,28 Leyland St,Boston,MA,02125,795000,1484722800000,1/18/17,9,3,4488,3026,1890,MULTI_FAMILY,SOLD,4488,20,Roxbury,59106365
515000,37 Kingsdale St,Boston,MA,02124,515000,1475755200000,10/6/16,9,3,4482,4356,1905,MULTI_FAMILY,SOLD,4482,18,Roxbury,59113568
406000,29 Lawrence Ave,Boston,MA,02121,406000,1522422000000,3/30/18,9,6,4470,6431,2016,MULTI_FAMILY,RECENTLY_SOLD,4470,18,Roxbury,123187501
918000,2 Florence St,Boston,MA,02131,918000,1538679600000,10/4/18,8,2.5,4448,5227,1902,SINGLE_FAMILY,RECENTLY_SOLD,4448,12,Roslindale,59145877
750000,53 Bakersfield St,Boston,MA,02125,750000,1478156400000,11/3/16,6,2,4447,3306,1897,MULTI_FAMILY,SOLD,4447,16,North Dorchester,59103409
486000,19 Almont St,Boston,MA,02126,486000,1453190400000,1/19/16,6,4,4432,11788,1925,MULTI_FAMILY,SOLD,4432,14,Mattapan,59137990
3150000,304 Shawmut Ave,Boston,MA,02118,3150000,1533135600000,8/1/18,5,5,4432,1742,1890,MULTI_FAMILY,RECENTLY_SOLD,4432,,South End,2102669520
850000,364 Meridian St,Boston,MA,02128,850000,1446102000000,10/29/15,8,3,4428,2613,1910,MULTI_FAMILY,SOLD,4428,17,East Boston,59121635
880000,495 Columbia Rd,Boston,MA,02125,880000,1537902000000,9/25/18,11,3,4428,2802,1910,MULTI_FAMILY,RECENTLY_SOLD,4428,20,North Dorchester,59105393
605000,49 Summer St,Boston,MA,02110,605000,1452582000000,1/12/16,10,3,4426,10018,1910,MULTI_FAMILY,SOLD,4426,18,Hyde Park,59127422
2300000,181 M St,Boston,MA,02127,2300000,1498737600000,6/29/17,10,5,4417,2700,1900,MULTI_FAMILY,SOLD,4417,18,South Boston,59150422
2100,56 Gladstone St,Boston,MA,02128,2100,1501416000000,7/30/17,6,4,4416,6159,1915,MULTI_FAMILY,SOLD,4416,15,East Boston,59120521
172500,10 Holborn St,Boston,MA,02121,172500,1522825200000,4/4/18,6,3,4416,2300,1910,MULTI_FAMILY,RECENTLY_SOLD,4416,20,Roxbury,59110883
870000,19 Nightingale St,Boston,MA,02124,870000,1533020400000,7/31/18,12,3,4416,5865,1905,MULTI_FAMILY,RECENTLY_SOLD,4416,18,Roxbury,59113541
1900000,773 East Broadway,Boston,MA,02127,1900000,1492110000000,4/13/17,6,5,4400,3920,1872,MULTI_FAMILY,SOLD,4400,14,South Boston,59152152
675000,12 York St,Boston,MA,02121,675000,1532617200000,7/26/18,8,3,4399,4791,1880,MULTI_FAMILY,RECENTLY_SOLD,4399,17,Roxbury,189976862
470000,640 Morton St,Boston,MA,02126,470000,1488265200000,2/28/17,9,3,4398,3049,1905,MULTI_FAMILY,SOLD,4398,15,Mattapan,59117516
587500,9 Harvard Ave,Boston,MA,02121,587500,1450940400000,12/24/15,11,3,4389,2613,1890,MULTI_FAMILY,SOLD,4389,18,South Dorchester,59110377
560000,43 Mill St,Boston,MA,02122,560000,1457164800000,3/5/16,7,3,4388,17474,1880,SINGLE_FAMILY,SOLD,4388,14,South Dorchester,59107412
580000,33 Schuyler St,Boston,MA,02121,580000,1469602800000,7/27/16,6,3,4380,9228,1905,SINGLE_FAMILY,SOLD,4380,13,Roxbury,59115340
750000,150 Washington St,Boston,MA,02121,750000,1483513200000,1/4/17,12,3,4365,5200,1905,MULTI_FAMILY,SOLD,4365,18,Roxbury,59107543
543699,60 Roslin St,Boston,MA,02124,,1479119400000,11/14/16,8,4,4363,5000,1900,MULTI_FAMILY,FORECLOSED,4363,18,South Dorchester,59112462
670000,589 Norfolk St,Boston,MA,02126,670000,1491480000000,4/6/17,9,3,4347,3958,1905,MULTI_FAMILY,SOLD,4347,18,Mattapan,59136930
894900,14 Danube St,Boston,MA,02125,894900,1528484400000,6/8/18,12,3,4342,3920,1905,MULTI_FAMILY,RECENTLY_SOLD,4342,18,Roxbury,59105615
1050000,9 Alban St,Boston,MA,02124,1050000,1496750400000,6/6/17,12,4,4338,4988,1905,MULTI_FAMILY,SOLD,4338,18,South Dorchester,59105112
553750,55 Dakota St,Boston,MA,02124,553750,1447142400000,11/10/15,9,3,4332,4540,1905,MULTI_FAMILY,SOLD,4332,18,South Dorchester,59104205
910000,33 Mayfield St,Boston,MA,02125,910000,1521126000000,3/15/18,4,2,4329,6969,1900,MULTI_FAMILY,RECENTLY_SOLD,4329,11,North Dorchester,59105333
4000000,443 Marlborough St,Boston,MA,02115,4000000,1497960000000,6/20/17,4,5,4329,2178,1885,SINGLE_FAMILY,SOLD,4329,11,Back Bay,59178501
585000,110 Harrishof St,Boston,MA,02121,585000,1498789800000,6/30/17,8,3,4326,3920,1900,MULTI_FAMILY,SOLD,4326,16,Roxbury,59161828
514000,43 Woolson St,Boston,MA,02126,514000,1461826800000,4/28/16,6,3,4323,4500,1905,MULTI_FAMILY,SOLD,4323,15,Mattapan,59139480
786000,4379 Washington St,Boston,MA,02131,786000,1476342000000,10/13/16,3,2,4320,3484,1920,APARTMENT,SOLD,4320,18,Roslindale,59143649
750000,241 Lexington St,Boston,MA,02128,750000,1478779200000,11/10/16,5,3,4316,2500,1900,MULTI_FAMILY,SOLD,4316,17,East Boston,59119379
1265000,186 Grampian Way,Boston,MA,02125,1265000,1537426800000,9/20/18,6,3.5,4313,8276,1900,MULTI_FAMILY,RECENTLY_SOLD,4313,14,North Dorchester,59114719
3200000,11 1/2 Greenwich Park,Boston,MA,02118,3200000,1464159600000,5/25/16,4,4,4310,2077,1865,MULTI_FAMILY,SOLD,4310,11,Back Bay,59182869
1350000,448 Beacon St,Boston,MA,02115,1350000,1470121200000,8/2/16,4,5,4300,4300,1888,CONDO,SOLD,6241,9,Back Bay,246887153
507000,20 Thwing St,Boston,MA,02119,507000,1462795200000,5/9/16,6,4,4300,3920,1900,MULTI_FAMILY,SOLD,4300,12,Roxbury,59186140
8000000,1 Huntington Ave # 1801,Boston,MA,02116,8000000,1527058800000,5/23/18,5,6,4298,4298,1999,CONDO,RECENTLY_SOLD,4298,16,Back Bay,59211876
1285000,22 Thwing St,Boston,MA,02119,1285000,1463698800000,5/19/16,6,4,4294,3049,1892,MULTI_FAMILY,SOLD,4294,8,Roxbury,59186139
957000,8 Rutledge St,Boston,MA,02132,957000,1529434800000,6/19/18,6,3.5,4288,16552,1870,SINGLE_FAMILY,RECENTLY_SOLD,4288,14,West Roxbury,59156599
1985000,22 Rockview St,Boston,MA,02130,1985000,1461625200000,4/25/16,5,4.5,4288,19602,1900,SINGLE_FAMILY,SOLD,4288,12,Jamaica Plain,59132326
1470000,24 Selkirk Rd,Boston,MA,02135,1470000,1532962800000,7/30/18,2,1.5,4280,12000,1900,APARTMENT,RECENTLY_SOLD,4280,14,Brighton,59093503
790000,33 Winthrop St,Boston,MA,02129,790000,1530601200000,7/3/18,6,6,4278,1960,1865,MULTI_FAMILY,RECENTLY_SOLD,4278,15,Charlestown,59101270
435000,52 Boutwell St,Boston,MA,02122,435000,1449192600000,12/4/15,6,2,4275,4275,1928,SINGLE_FAMILY,SOLD,4275,12,South Dorchester,59114825
800000,19 Dix St,Boston,MA,02122,800000,1503057600000,8/18/17,9,4,4272,6098,1935,MULTI_FAMILY,SOLD,4272,17,South Dorchester,59108375
514485,54 Manthorne Rd,Boston,MA,02132,514485,1481797800000,12/15/16,4,2,4270,5908,1920,APARTMENT,SOLD,4270,15,West Roxbury,59212898
1289000,513 Washington St,Boston,MA,02111,1289000,1471417200000,8/17/16,6,3,4260,4791,1915,MULTI_FAMILY,SOLD,4260,15,South Dorchester,59095712
4300000,13 Hereford St,Boston,MA,02115,4300000,1468828800000,7/18/16,5,5,4253,1306,1899,SINGLE_FAMILY,SOLD,4253,17,Back Bay,59167335
2125000,6 Westminster Ave,Boston,MA,02119,2125000,1504551600000,9/4/17,3,2,4251,8712,1905,APARTMENT,SOLD,4251,18,Roxbury,59187113
560000,282 Columbia Rd,Boston,MA,02121,560000,1533884400000,8/10/18,6,3,4248,2613,1935,MULTI_FAMILY,RECENTLY_SOLD,4248,18,Roxbury,239892297
1200000,91 Grayfield Ave,Boston,MA,02132,1200000,1511388000000,11/22/17,5,3.5,4248,14810,1912,SINGLE_FAMILY,RECENTLY_SOLD,4248,12,West Roxbury,59155914
1040000,338 Meridian St,Boston,MA,02128,1040000,1499673600000,7/10/17,6,3,4244,1742,1891,MULTI_FAMILY,SOLD,4244,14,East Boston,59121646
615000,135 Calumet St # 3,Boston,MA,02120,615000,1503921600000,8/28/17,2,2,4238,3640,2002,CONDO,SOLD,4238,12,Mission Hill,59188090
975000,8 Clover St,Boston,MA,02122,975000,1449212400000,12/4/15,8,4,4233,4984,1905,MULTI_FAMILY,SOLD,4233,18,South Dorchester,59118294
790000,351 Centre St,Boston,MA,02122,790000,1531508400000,7/13/18,6,3,4230,3121,1905,MULTI_FAMILY,RECENTLY_SOLD,4230,15,South Dorchester,59108831
225000,25 Browning Ave,Boston,MA,02124,225000,1461927600000,4/29/16,9,3,4230,3920,1905,MULTI_FAMILY,SOLD,4230,18,Roxbury,59113602
40871,237 Lagrange St,Boston,MA,02132,40871,1446015600000,10/28/15,6,2.5,4224,10281,1938,SINGLE_FAMILY,SOLD,4224,12,West Roxbury,59157424
455000,7 Van Winkle St,Boston,MA,02124,455000,1475740800000,10/6/16,6,3,4219,4219,1905,SINGLE_FAMILY,SOLD,4219,15,South Dorchester,59117665
1920000,16 Plainfield St,Boston,MA,02130,1920000,1526482800000,5/16/18,9,6,4212,5640,1991,MULTI_FAMILY,RECENTLY_SOLD,4212,24,Jamaica Plain,2104382842
395000,40 Saint Edward Rd,Boston,MA,02128,395000,1460721600000,4/15/16,9,3,4212,5009,1910,SINGLE_FAMILY,SOLD,4212,18,East Boston,59120849
515000,78 Montebello Rd,Boston,MA,02130,515000,1491940800000,4/11/17,9,3,4200,4200,1905,SINGLE_FAMILY,SOLD,4200,18,Jamaica Plain,59133560
680000,15 Draper St,Boston,MA,02122,680000,1513861200000,12/21/17,7,3,4200,2800,1905,MULTI_FAMILY,RECENTLY_SOLD,4200,18,South Dorchester,59109944
825000,35 Hollander St,Boston,MA,02121,825000,1528225200000,6/5/18,9,3,4200,3484,1905,MULTI_FAMILY,RECENTLY_SOLD,4200,18,Roxbury,59111680
525000,14 Montello St,Boston,MA,02122,525000,1480921200000,12/5/16,7,3,4200,6567,1900,MULTI_FAMILY,SOLD,4200,16,South Dorchester,59213227
1225000,32 Sumner St,Boston,MA,02125,1225000,1534446000000,8/16/18,10,6,4200,5662,1900,SINGLE_FAMILY,RECENTLY_SOLD,4200,12,North Dorchester,59104306
1387500,30 Mount Vernon St,Boston,MA,02108,1387500,1533106800000,8/1/18,0,1,4195,1742,1855,MULTI_FAMILY,RECENTLY_SOLD,4195,16,Beacon Hill,59099885
915000,69 Clarkson St,Boston,MA,02125,915000,1537556400000,9/21/18,12,3,4194,3920,1905,MULTI_FAMILY,RECENTLY_SOLD,4194,18,South Dorchester,59106734
565000,25 Gladstone St,Boston,MA,02128,565000,1487750400000,2/22/17,6,3,4193,7405,1918,MULTI_FAMILY,SOLD,4193,15,East Boston,59120605
3700000,31 Greenwich Park,Boston,MA,02118,3700000,1502780400000,8/15/17,4,3.5,4188,2178,1873,SINGLE_FAMILY,SOLD,4188,12,Back Bay,59182885
723750,11 Wendover St,Boston,MA,02125,723750,1486710000000,2/10/17,1,1,4186,2178,1905,SINGLE_FAMILY,SOLD,4186,15,North Dorchester,59113784
5750000,78 Mount Vernon St,Boston,MA,02108,5750000,1500883200000,7/24/17,4,3.5,4184,1306,1812,SINGLE_FAMILY,SOLD,4184,12,Beacon Hill,59174851
2550000,134 Union Park St,Boston,MA,02118,2550000,1495465200000,5/22/17,6,2.5,4182,1306,1899,MULTI_FAMILY,SOLD,4182,,South End,2094902943
$799K,111 Hutchings St,Boston,MA,02121,799000,1531854000000,7/17/18,10,2,4178,8276,1906,SINGLE_FAMILY,FOR_SALE,4178,,Roxbury,59115927
605000,57 Highland St,Boston,MA,02136,605000,1482962400000,12/28/16,4,2,4167,12316,1905,MULTI_FAMILY,SOLD,4167,10,Hyde Park,59127182
1250000,22 Marcella St,Boston,MA,02119,1250000,1504699200000,9/6/17,4,2,4166,3920,1890,APARTMENT,SOLD,4166,13,Roxbury,59186861
506000,11 Courtland Rd,Boston,MA,02126,506000,1464174000000,5/25/16,8,3,4162,3920,1905,MULTI_FAMILY,SOLD,4162,18,Mattapan,59138458
1250000,45 Beech Glen St,Boston,MA,02119,1250000,1518728400000,2/15/18,7,4,4162,4356,1905,MULTI_FAMILY,RECENTLY_SOLD,4162,17,Roxbury,59186124
830000,36 Bellevue St,Boston,MA,02125,830000,1494936000000,5/16/17,4,1,4155,3049,1920,APARTMENT,SOLD,4155,18,South Dorchester,59105921
520000,54 Granger St,Boston,MA,02122,520000,1537470000000,9/20/18,6,3,4152,4000,1905,MULTI_FAMILY,RECENTLY_SOLD,4152,17,South Dorchester,59111587
6800000,100 Beacon St UNIT 7,Boston,MA,02116,6800000,1530903600000,7/6/18,4,4.5,4140,4140,1900,CONDO,RECENTLY_SOLD,4140,9,Back Bay,102987377
1500000,32 Perkins St,Boston,MA,02130,1500000,1531249200000,7/10/18,8,3,4137,6483,1897,MULTI_FAMILY,RECENTLY_SOLD,4137,16,Jamaica Plain,59131696
935000,36 Mapleton St,Boston,MA,02135,935000,1472756400000,9/1/16,7,3,4137,7500,1910,MULTI_FAMILY,SOLD,4137,15,Brighton,189925550
2875000,27 Dwight St,Boston,MA,02118,2875000,1500015600000,7/14/17,5,4,4135,1432,1890,MULTI_FAMILY,SOLD,4135,,South End,2145028008
2725000,196 W Springfield St,Boston,MA,02118,2725000,1457573400000,3/10/16,3,3.5,4134,1827,1868,SINGLE_FAMILY,SOLD,4134,8,South End,59185186
299900,99 Day St,Boston,MA,02130,299900,1509364800000,10/30/17,5,3,4131,4131,1900,SINGLE_FAMILY,RECENTLY_SOLD,4131,13,Jamaica Plain,59131717
4900000,157 W Canton St,Boston,MA,02118,4900000,1467270000000,6/30/16,4,3.5,4130,1742,1900,SINGLE_FAMILY,SOLD,4130,13,South End,81855156
300000,74 Kingsdale St,Boston,MA,02124,300000,1493362800000,4/28/17,9,3,4128,3675,1911,MULTI_FAMILY,SOLD,4128,18,Roxbury,59113586
3750000,45 Worcester St,Boston,MA,02118,3750000,1527274800000,5/25/18,10,10,4120,1900,1860,MULTI_FAMILY,RECENTLY_SOLD,4120,20,South End,59185297
380000,66 Mora St,Boston,MA,02124,380000,1447657200000,11/16/15,9,3,4119,4356,1905,MULTI_FAMILY,SOLD,4119,18,South Dorchester,59114921
358000,366 Geneva Ave,Boston,MA,02122,358000,1469530800000,7/26/16,9,3,4113,4791,1905,MULTI_FAMILY,SOLD,4113,18,South Dorchester,59107625
525000,152 Harvard St,Boston,MA,02124,525000,1478476800000,11/7/16,8,3,4109,6098,1925,MULTI_FAMILY,SOLD,4109,15,Roxbury,59113534
360000,84 Fayston St,Boston,MA,02121,360000,1510819200000,11/16/17,9,3,4104,3342,1900,MULTI_FAMILY,RECENTLY_SOLD,4104,18,Roxbury,59103314
1700000,683 Columbia Rd,Boston,MA,02125,1700000,1538118000000,9/28/18,6,2.5,4102,8630,1900,SINGLE_FAMILY,RECENTLY_SOLD,4102,14,North Dorchester,59104320
1325000,38 Stratford St,Boston,MA,02132,1325000,1466506800000,6/21/16,7,4,4100,13750,1892,SINGLE_FAMILY,SOLD,4100,13,West Roxbury,59156095
745000,27 Leroy St,Boston,MA,02122,745000,1509710400000,11/3/17,9,3,4098,3049,1905,MULTI_FAMILY,RECENTLY_SOLD,4098,18,South Dorchester,59109429
745000,41 Lucerne St,Boston,MA,02124,745000,1496232000000,5/31/17,12,3,4098,3920,1905,MULTI_FAMILY,SOLD,4098,18,Mattapan,59115776
1436500,92 Calumet St,Boston,MA,02120,1436500,1519833600000,2/28/18,3,1,4098,2675,1902,MULTI_FAMILY,RECENTLY_SOLD,4098,18,Mission Hill,59187817
1450000,768 E 5th St,Boston,MA,02127,1450000,1458091800000,3/16/16,8,3,4095,5227,1905,MULTI_FAMILY,SOLD,4095,16,South Boston,59150279
1149000,54 Lake St,Boston,MA,02135,1149000,1467097200000,6/28/16,2,1,4094,7840,1905,APARTMENT,SOLD,4094,11,Brighton,59097737
4500000,158 Mount Vernon St,Boston,MA,02108,4500000,1527750000000,5/31/18,6,5,4093,1366,1871,SINGLE_FAMILY,RECENTLY_SOLD,4093,16,Beacon Hill,59172821
615000,65 Thetford Ave,Boston,MA,02124,615000,1457701200000,3/11/16,0,3,4084,6310,1910,MULTI_FAMILY,SOLD,4084,14,Mattapan,59109563
4300000,83 Chestnut St,Boston,MA,02108,4300000,1503489600000,8/23/17,4,5,4080,1306,1899,SINGLE_FAMILY,SOLD,4080,9,Beacon Hill,63042593
750000,4 Thane St,Boston,MA,02124,750000,1528225200000,6/5/18,10,3,4077,4356,1905,MULTI_FAMILY,RECENTLY_SOLD,4077,18,South Dorchester,59104081
1850000,191 Commonwealth Ave APT 61,Boston,MA,02116,1850000,1485435600000,1/26/17,4,4,4072,4072,1872,CONDO,SOLD,4072,9,Back Bay,59170914
630000,40 Glendale St,Boston,MA,02125,630000,1480507200000,11/30/16,10,3,4072,10454,1920,MULTI_FAMILY,SOLD,4072,18,North Dorchester,81854948
960000,11 Salcombe St,Boston,MA,02125,960000,1481094000000,12/7/16,6,3,4071,4356,1926,MULTI_FAMILY,SOLD,4071,18,North Dorchester,59109307
3000000,17 Cumberland St,Boston,MA,02115,3000000,1524855600000,4/27/18,4,4,4069,2613,1870,MULTI_FAMILY,RECENTLY_SOLD,4069,10,Back Bay,59172994
750000,93 Devon St,Boston,MA,02121,750000,1515704400000,1/11/18,8,3,4069,4356,1900,MULTI_FAMILY,RECENTLY_SOLD,4069,19,Roxbury,59105870
675000,808 E 5th St,Boston,MA,02127,675000,1493605800000,5/1/17,6,6,4062,4062,1905,SINGLE_FAMILY,SOLD,1600,,South Boston,2098426483
575000,148 Stanwood St,Boston,MA,02121,575000,1471935600000,8/23/16,11,3,4062,3484,1903,MULTI_FAMILY,SOLD,,,Roxbury,2088623093
1520000,326 Dorchester St,Boston,MA,02127,1520000,1530644400000,7/3/18,5,3,4062,2116,1888,MULTI_FAMILY,RECENTLY_SOLD,4062,14,South Boston,59151783
430000,10 Wilmore St,Boston,MA,02126,430000,1481184000000,12/8/16,3,1,4062,2613,1905,APARTMENT,SOLD,4062,15,Mattapan,59136833
571000,99 Devon St,Boston,MA,02121,571000,1446015600000,10/28/15,11,3,4051,4356,1900,MULTI_FAMILY,SOLD,4051,17,Roxbury,59105873
935000,11 Havelock St,Boston,MA,02124,935000,1490601600000,3/27/17,9,6,4050,3920,2016,MULTI_FAMILY,SOLD,4050,15,Mattapan,59117509
480000,436 Gallivan Blvd,Boston,MA,02124,480000,1488369600000,3/1/17,6,3,4049,3960,1920,MULTI_FAMILY,SOLD,4049,15,South Dorchester,59117767
1000000,173 Trenton St,Boston,MA,02128,1000000,1528959600000,6/14/18,10,3,4048,3333,1900,MULTI_FAMILY,RECENTLY_SOLD,4048,16,East Boston,59124236
1150000,51 Aldie St,Boston,MA,02134,1150000,1465455600000,6/9/16,4,4,4045,5500,1905,MULTI_FAMILY,SOLD,4045,18,Allston,59087790
1750000,246 W 5th St,Boston,MA,02127,1750000,1477940400000,10/31/16,10,3,4041,2396,1890,MULTI_FAMILY,SOLD,4041,20,South Boston,59151382
615000,111 Armandine St,Boston,MA,02124,615000,1470034800000,8/1/16,9,3,4039,7334,1900,MULTI_FAMILY,SOLD,4039,15,South Dorchester,59110537
410000,11 Mascoma St,Boston,MA,02121,410000,1510819200000,11/16/17,3,3,4038,3417,1900,MULTI_FAMILY,RECENTLY_SOLD,4038,18,Roxbury,59103313
3220000,18 Fairfield St,Boston,MA,02116,3220000,1491206400000,4/3/17,4,4.5,4034,1306,1870,SINGLE_FAMILY,SOLD,4034,9,Back Bay,59170467
